st	alpha	fips	icpsr	year	hou_chamber	sen_chamber	hou_dem	hou_rep	hou_majority	hou_minority	hou_dem_mean	hou_rep_mean	sen_dem	sen_rep	sen_majority	sen_minority	sen_dem_mean	sen_rep_mean	h_diffs	s_diffs	h_distance	s_distance	h_dem_sd	s_dem_sd	h_rep_sd	s_rep_sd	h_chamber_sd	s_chamber_sd	hou_dem_error	hou_chamber_error	hou_rep_error	hou_majority_error	sen_dem_error	sen_chamber_error	sen_rep_error	sen_majority_error
"IA"	15	19	31	2013	0.465	-0.706	-0.944	0.702	0.702	-0.944	-0.939535605563219	0.6964216769852303	-0.955	0.741	-0.955	0.741	-0.9622485704416975	0.7678204526576384	1.646	1.696	0.9187609860251789	0.963944302001361	0.19065993350642524	0.13939880983733416	0.15436906229286815	0.15719841997265066	0.838344564977198	0.8853517014904552	0.025	0.027	0.019	0.019	0.032	0.048	0.026	0.032
"IA"	15	19	31	2014	0.465	-0.706	-0.945	0.702	0.702	-0.945	-0.9432073758311641	0.696466481409178	-0.955	0.75	-0.955	0.75	-0.9622485704416975	0.7739205705149615	1.6469999999999998	1.705	0.9201179788496895	0.9667783547177254	0.18902334688810649	0.13939880983733416	0.1544044061886501	0.15600644822583776	0.8400010863105851	0.8882892338697179	0.025	0.026	0.02	0.02	0.033	0.046	0.025	0.033
"IA"	15	19	31	2015	0.54	-0.687	-0.962	0.708	0.708	-0.962	-0.9776843665686474	0.7037239782775307	-0.938	0.784	-0.938	0.784	-0.9444464370720882	0.8084687137699074	1.67	1.722	0.9181460744141371	0.9743090828032396	0.16899299892905664	0.14647521168159933	0.13909093602755435	0.1442813174011673	0.8502875903982314	0.8962803839124283	0.026	0.021	0.019	0.019	0.031	0.052	0.025	0.031
"IA"	15	19	31	2016	0.54	-0.687	-0.962	0.708	0.708	-0.962	-0.9776843665686474	0.7100895475283183	-0.938	0.784	-0.938	0.784	-0.9444464370720882	0.8084687137699074	1.67	1.722	0.9215458910763094	0.9743090828032396	0.16899299892905664	0.14647521168159933	0.13968092406795524	0.1442813174011673	0.8534586807116388	0.8962803839124283	0.026	0.022	0.019	0.019	0.031	0.052	0.025	0.031
"IA"	15	19	31	2017	0.573	0.699	-0.996	0.712	0.712	-0.996	-0.995111165366628	0.727896716472993	-0.944	0.79	0.79	-0.944	-0.9490258629346514	0.8120518095510819	1.708	1.734	0.943176304230642	0.9574752167580033	0.16682600821500876	0.15887799303405756	0.22205876803617278	0.1500847883872132	0.8749455036835019	0.8854216837258613	0.027	0.022	0.02	0.02	0.034	0.031	0.026	0.026
"IA"	15	19	31	2018	0.581	0.698	-0.996	0.712	0.712	-0.996	-0.9978336049385669	0.7328194086424829	-0.944	0.792	0.792	-0.944	-0.9490258629346514	0.8068976047795836	1.708	1.736	0.9454293059963269	0.952356630685606	0.16486516503650106	0.15887799303405756	0.22046018700781822	0.15614679924076316	0.878239135970565	0.8808788213434942	0.027	0.023	0.021	0.021	0.035	0.034	0.024	0.024
"IA"	15	19	31	2019	0.463	0.739	-0.962	0.741	0.741	-0.962	-0.9553014672894882	0.7452591062490619	-1.028	0.814	0.814	-1.028	-1.0387586806111762	0.8346641484922623	1.7029999999999998	1.842	0.9582307688531565	0.9930335019812024	0.20261874680966496	0.1769675625291888	0.2241272933092191	0.18221626485620127	0.8787532866421454	0.9320331180140435	0.026	0.045	0.023	0.023	0.038	0.03	0.025	0.025
"IA"	15	19	31	2020	0.486	0.74	-0.978	0.741	0.741	-0.978	-0.9693997664155602	0.7452591062490619	-1.042	0.814	0.814	-1.042	-1.0433643485326975	0.8346641484922623	1.7189999999999999	1.8559999999999999	0.9598467312490269	0.9846719393522264	0.17932161057281773	0.18092259684579812	0.2241272933092191	0.18221626485620127	0.8827204823393733	0.9282052385192089	0.026	0.039	0.022	0.022	0.036	0.029	0.026	0.026
"ID"	12	16	63	1993																																
"ID"	12	16	63	1994																																
"ID"	12	16	63	1995																																
"ID"	12	16	63	1996	0.541	0.575	-0.287	0.658	0.658	-0.287	-0.21404192169805614	0.6950158909543493	-0.786	0.65	0.65	-0.786	-0.7326309951040856	0.6687413892357987	0.9450000000000001	1.436	0.6393423471434491	0.777193306189946	0.40813931887274524	0.5496095182405976	0.4580855347153443	0.3630376536667385	0.5614500330056935	0.7207211578396328	0.108	0.027	0.024	0.024	0.097	0.029	0.031	0.031
"ID"	12	16	63	1997	0.653	0.59	-0.553	0.715	0.715	-0.553	-0.4237807529408239	0.7634685331292719	-0.387	0.658	0.658	-0.387	-0.4725975864108911	0.6419369047747966	1.268	1.045	0.6642730364319184	0.5363502161694512	0.41106039627501056	0.41185982970658486	0.4270012612686276	0.3047820721002926	0.5977104985480114	0.5057331442152777	0.07	0.02	0.02	0.02	0.085	0.026	0.024	0.024
"ID"	12	16	63	1998	0.641	0.59	-0.636	0.715	0.715	-0.636	-0.4689782972619696	0.7634685331292719	-0.387	0.658	0.658	-0.387	-0.4725975864108911	0.6419369047747966	1.351	1.045	0.6995731421345379	0.5363502161694512	0.38651284595189395	0.41185982970658486	0.4270012612686276	0.3047820721002926	0.6271465694364214	0.5057331442152777	0.052	0.021	0.02	0.02	0.086	0.026	0.024	0.024
"ID"	12	16	63	1999	0.632	0.615	-0.695	0.714	0.714	-0.695	-0.5360742796072752	0.756343479752045	-0.628	0.666	0.666	-0.628	-0.5660292255854517	0.6478940861152289	1.4089999999999998	1.294	0.7294482718073415	0.5103330465868485	0.4605247182409911	0.40984739164996636	0.4405008883611072	0.2936934521808456	0.6573070361449768	0.494451240633051	0.046	0.022	0.021	0.021	0.071	0.026	0.023	0.023
"ID"	12	16	63	2000	0.653	0.602	-0.695	0.715	0.715	-0.695	-0.5256571900565149	0.7838455029646368	-0.628	0.658	0.658	-0.628	-0.5660292255854517	0.6438305001954376	1.41	1.286	0.7390821805408836	0.5184588672267679	0.48251007702930704	0.40984739164996636	0.44098455788675556	0.29782652183990926	0.6669810962333746	0.4997713676317019	0.046	0.021	0.02	0.02	0.071	0.023	0.023	0.023
"ID"	12	16	63	2001	0.713	0.666	-0.697	0.754	0.754	-0.697	-0.5862235443636452	0.7986287078192162	-0.868	0.673	0.673	-0.868	-0.7304522351958975	0.7005158935832034	1.451	1.541	0.673504552558764	0.5360709008452704	0.33792046500560513	0.29958766684775373	0.41504656398312834	0.3497603870245974	0.6152121095230147	0.5233810989933589	0.049	0.019	0.019	0.019	0.11	0.024	0.023	0.023
"ID"	12	16	63	2002	0.695	0.667	-0.727	0.754	0.754	-0.727	-0.6171579720354201	0.7964788026518724	-0.693	0.678	0.678	-0.693	-0.6492982793556225	0.7047616096622628	1.4809999999999999	1.371	0.6873884366137196	0.5239776441217516	0.34805781792616125	0.24371003261846225	0.41956919609061866	0.34834997691963454	0.62790628187014	0.5083300606274994	0.049	0.018	0.022	0.022	0.083	0.021	0.023	0.023
"ID"	12	16	63	2003	0.582	0.59	-0.783	0.714	0.714	-0.783	-0.7365538893999943	0.8034465908094173	-0.868	0.672	0.672	-0.868	-0.9414576159788846	0.6634078834490785	1.4969999999999999	1.54	0.8750863435258539	0.8086068070785051	0.3650683998548912	0.195840446468726	0.4496634479368215	0.3782396742065614	0.7827179058466158	0.7379663028881679	0.042	0.021	0.023	0.023	0.07	0.031	0.028	0.028
"ID"	12	16	63	2004	0.575	0.512	-0.754	0.705	0.705	-0.754	-0.7235368634248235	0.8016065959772053	-0.957	0.669	0.669	-0.957	-1.0272345849661046	0.6405327043076785	1.459	1.626	0.8659620843619558	0.8608000026951761	0.36118468749994487	0.24527991427284307	0.45019228839067726	0.3716155021667483	0.7746785010730324	0.7848703675294534	0.039	0.02	0.021	0.021	0.078	0.027	0.028	0.028
"ID"	12	16	63	2005	0.602	0.611	-0.815	0.696	0.696	-0.815	-0.8152094885595276	0.8092223479593378	-1.095	0.695	0.695	-1.095	-1.0661649630441024	0.709867452514611	1.511	1.79	0.8339734863766872	0.8573531693628218	0.31022151979661255	0.26606033822907343	0.4328306062861383	0.3778007951286047	0.7573732039615335	0.796563372634896	0.042	0.019	0.022	0.022	0.098	0.027	0.029	0.029
"ID"	12	16	63	2006	0.616	0.604	-0.815	0.714	0.714	-0.815	-0.8152094885595276	0.8211740070503614	-1.095	0.683	0.683	-1.095	-1.0661649630441024	0.699221750150208	1.529	1.778	0.8270848655923151	0.8647591891789536	0.31022151979661255	0.26606033822907343	0.42026377217074257	0.38027824060925125	0.7555741349429079	0.800406984582801	0.043	0.018	0.022	0.022	0.098	0.032	0.026	0.026
"ID"	12	16	63	2007	0.659	0.618	-0.823	0.965	0.965	-0.823	-0.8235745229018534	0.9190900899303346	-1.095	0.683	0.683	-1.095	-1.0498262732308035	0.7134257778667193	1.7879999999999998	1.778	0.966238234635102	0.8811965867319264	0.29758534142361354	0.29476997642992453	0.3895286427166803	0.4087485632301797	0.8692987984707242	0.812459866237725	0.041	0.024	0.028	0.028	0.097	0.033	0.026	0.026
"ID"	12	16	63	2008	0.659	0.611	-0.823	0.988	0.988	-0.823	-0.8081560791437654	0.9439018045702502	-1.095	0.67	0.67	-1.095	-1.0498262732308035	0.6909352368851447	1.811	1.7650000000000001	0.9895163113348109	0.874719475859317	0.3113899860083469	0.29476997642992453	0.3854234834598897	0.41925805702168323	0.8869796965297205	0.8023242590912286	0.042	0.024	0.028	0.028	0.095	0.03	0.029	0.029
"ID"	12	16	63	2009	0.75	0.683	-0.83	1.023	1.023	-0.83	-0.8199918010291009	0.9611454783600482	-1.054	0.771	0.771	-1.054	-1.0377523044940657	0.8242287635283818	1.8529999999999998	1.8250000000000002	0.9459033935995531	0.9437424962738277	0.2833918263174157	0.2900189414520466	0.36922143925359885	0.5061966987923917	0.8632130243130965	0.8697617295506916	0.044	0.028	0.027	0.027	0.088	0.026	0.029	0.029
"ID"	12	16	63	2010	0.783	0.67	-0.841	1.023	1.023	-0.841	-0.8349623732957754	0.9809134477374313	-1.054	0.749	0.749	-1.054	-1.051915223279929	0.76650781939548	1.8639999999999999	1.803	0.9572630912056483	0.899199099134543	0.28377168975388684	0.2826930662809431	0.4009528189623965	0.408415105376315	0.8721651799697943	0.8313787220170494	0.042	0.03	0.025	0.025	0.08	0.026	0.024	0.024
"ID"	12	16	63	2011	0.83	0.715	-0.925	1.023	1.023	-0.925	-0.8457586837339073	0.9863781227451098	-0.967	0.783	0.783	-0.967	-0.9359942475948906	0.8950527863071283	1.948	1.75	0.8809025698073584	0.9063732617268587	0.2442196925836222	0.26982322068340286	0.415421448989221	0.4138021049960718	0.8157263387334216	0.8372820609360592	0.053	0.024	0.028	0.028	0.079	0.025	0.026	0.026
"ID"	12	16	63	2012	0.857	0.721	-0.925	1.037	1.037	-0.925	-0.8457586837339073	0.9953056697136262	-0.967	0.794	0.794	-0.967	-0.9359942475948906	0.9166911596785923	1.962	1.7610000000000001	0.8849461671936419	0.891822484961451	0.2442196925836222	0.26982322068340286	0.4170308274755877	0.3973858735000132	0.8194679392708898	0.8317559438900667	0.051	0.024	0.026	0.026	0.079	0.023	0.029	0.029
"ID"	12	16	63	2013	0.84	0.868	-0.815	1.023	1.023	-0.815	-0.8373081979692224	1.0182781313397684	-0.948	0.91	0.91	-0.948	-0.8726778870916051	1.004348556736217	1.8379999999999999	1.858	0.8721902510120965	0.8654896556796355	0.2723491387397916	0.2952139230038273	0.3857612027780814	0.3312145240913604	0.8135828988915944	0.8263130108538952	0.053	0.022	0.027	0.027	0.077	0.026	0.025	0.025
"ID"	12	16	63	2014	0.823	0.868	-0.954	0.959	0.959	-0.954	-0.8815422378370928	1.0056884680794698	-0.948	0.91	0.91	-0.948	-0.8342838771850477	1.004348556736217	1.9129999999999998	1.858	0.8814058957584805	0.8538535350741568	0.27419174574965294	0.3152725692197993	0.3861866839635917	0.3312145240913604	0.8249420065896139	0.8133003040472887	0.055	0.022	0.028	0.028	0.084	0.025	0.027	0.027
"ID"	12	16	63	2015	0.83	0.837	-0.803	1.043	1.043	-0.803	-0.8246760805398102	1.03709182762995	-0.958	0.91	0.91	-0.958	-0.9164970459454197	0.9950906840185925	1.846	1.8679999999999999	0.9244350269905701	0.912092105745916	0.3511314344288306	0.3691055875453041	0.42191333412381066	0.320524421744297	0.8530815684692973	0.8695579357686254	0.045	0.022	0.025	0.025	0.071	0.023	0.026	0.026
"ID"	12	16	63	2016	0.83	0.869	-0.803	1.043	1.043	-0.803	-0.8246760805398102	1.03709182762995	-0.948	0.962	0.962	-0.948	-0.8635073244963565	1.010258244054321	1.846	1.91	0.9244350269905701	0.8584095778452775	0.3511314344288306	0.3643326206600657	0.42191333412381066	0.3188975183797375	0.8530815684692973	0.8261141667113504	0.046	0.022	0.025	0.025	0.086	0.028	0.03	0.03
"ID"	12	16	63	2017	0.875	0.869	-0.962	1.081	1.081	-0.962	-0.9543610047163843	1.0840382116529166	-0.958	1.014	1.014	-0.958	-0.9067985988149332	1.0208447478581741	2.043	1.972	0.911174812133755	0.826500481063655	0.2775606818524714	0.3776346154644931	0.443060397794938	0.33622644075544644	0.857020391307715	0.8107960512949427	0.056	0.023	0.029	0.029	0.072	0.03	0.037	0.037
"ID"	12	16	63	2018	0.865	0.909	-0.958	1.081	1.081	-0.958	-0.9252303355900556	1.082902787964456	-0.958	1.042	1.042	-0.958	-0.9067985988149332	1.0725075711658427	2.0389999999999997	2.0	0.933720965230997	0.8792297037600169	0.2832303877120624	0.3776346154644931	0.4511400980062092	0.3944763122213464	0.8693133133577369	0.8496797814037502	0.053	0.022	0.035	0.035	0.071	0.033	0.033	0.033
"ID"	12	16	63	2019	0.877	0.869	-0.965	1.205	1.205	-0.965	-0.983790229599799	1.1311926449140808	-0.948	0.962	0.962	-0.948	-0.8387317864045412	1.0317211382373728	2.17	1.91	1.040390120078095	0.8700014278786611	0.251446816065891	0.38893644167073566	0.4674829565263124	0.3492360660465964	0.95508522640138	0.8365340600251463	0.051	0.023	0.026	0.026	0.092	0.027	0.032	0.032
"ID"	12	16	63	2020	0.877	0.869	-0.965	1.182	1.182	-0.965	-1.0219085503503371	1.1222720999069897	-0.948	0.962	0.962	-0.948	-0.8387317864045412	1.0317211382373728	2.147	1.91	1.044534342022105	0.8700014278786611	0.2979884249742984	0.38893644167073566	0.4567549010139655	0.3492360660465964	0.9639957521327025	0.8365340600251463	0.055	0.024	0.028	0.028	0.089	0.029	0.032	0.032
"IL"	13	17	21	1993																																
"IL"	13	17	21	1994																																
"IL"	13	17	21	1995																																
"IL"	13	17	21	1996	-0.163	0.204	-1.081	0.161	0.161	-1.081	-1.0744042154781834	0.1525031478655556	-0.784	0.4	0.4	-0.784	-0.8155003648231854	0.4026294651158471	1.242	1.1840000000000002	0.7803688680812446	0.7221833635452847	0.3655870677029409	0.23988789727153328	0.22316428761231027	0.16674771263755414	0.6831288602164722	0.6432652026061323	0.045	0.024	0.025	0.025	0.043	0.043	0.028	0.028
"IL"	13	17	21	1997	-0.206	0.19	-1.094	0.154	-1.094	0.154	-1.0274928932405163	0.13812674506826705	-0.804	0.401	0.401	-0.804	-0.7980444208993768	0.4195304913933475	1.248	1.205	0.776310621812848	0.7213354220059516	0.4178701832709827	0.21230009348013112	0.23157276091762874	0.17093782738550997	0.6760323305989243	0.6419755390758697	0.046	0.036	0.023	0.046	0.036	0.051	0.027	0.027
"IL"	13	17	21	1998	-0.206	0.19	-1.066	0.154	-1.066	0.154	-1.013688856911894	0.1385506351440059	-0.813	0.4	0.4	-0.813	-0.8233922087621747	0.4111445488718923	1.22	1.213	0.7711263119087797	0.7248505625666181	0.42438971060407354	0.19905323527913266	0.23025322827209477	0.17472131401045293	0.6720150646549153	0.6472125403134362	0.047	0.03	0.022	0.047	0.042	0.041	0.025	0.025
"IL"	13	17	21	1999	-0.32	0.17	-1.16	0.161	-1.16	0.161	-1.0142797809328294	0.14399316818759011	-0.811	0.385	0.385	-0.811	-0.8020903089918711	0.40604613178376153	1.321	1.1960000000000002	0.7939113509590627	0.713192185087191	0.45495520515376736	0.1904198050220925	0.2572889904542	0.181490040830617	0.6905309734531397	0.6353284997253671	0.047	0.033	0.024	0.047	0.038	0.039	0.026	0.026
"IL"	13	17	21	2000	-0.32	0.17	-1.16	0.161	-1.16	0.161	-1.0142797809328294	0.14399316818759011	-0.811	0.385	0.385	-0.811	-0.8020903089918711	0.40604613178376153	1.321	1.1960000000000002	0.7939113509590627	0.713192185087191	0.45495520515376736	0.1904198050220925	0.2572889904542	0.181490040830617	0.6905309734531397	0.6353284997253671	0.044	0.034	0.025	0.044	0.038	0.04	0.027	0.027
"IL"	13	17	21	2001	-0.163	0.151	-0.974	0.161	-0.974	0.161	-0.9449722940103533	0.15591931730318775	-0.797	0.414	0.414	-0.797	-0.7886039881432143	0.42079457981272306	1.135	1.211	0.784122769327454	0.7170903943219161	0.49782106956817196	0.20600960453922545	0.2983034058507527	0.1759997668673371	0.6882091554432137	0.6378912566045241	0.048	0.019	0.026	0.048	0.037	0.046	0.024	0.024
"IL"	13	17	21	2002	-0.163	0.151	-0.974	0.161	-0.974	0.161	-0.9449722940103533	0.15591931730318775	-0.797	0.414	0.414	-0.797	-0.7886039881432143	0.42079457981272306	1.135	1.211	0.784122769327454	0.7170903943219161	0.49782106956817196	0.20600960453922545	0.2983034058507527	0.1759997668673371	0.6882091554432137	0.6378912566045241	0.047	0.018	0.027	0.047	0.038	0.046	0.025	0.025
"IL"	13	17	21	2003	-0.162	-0.405	-0.924	0.158	-0.924	0.158	-0.8217712355313995	0.1298240140163357	-0.728	0.385	-0.728	0.385	-0.7395083651163986	0.4131346787273083	1.082	1.113	0.7500825481473399	0.7149338170750574	0.5628712133624264	0.27878007842608343	0.2650692566313595	0.18784151304032842	0.6585360681849284	0.6284417343045474	0.043	0.018	0.026	0.043	0.032	0.044	0.026	0.032
"IL"	13	17	21	2004	-0.162	-0.405	-0.924	0.158	-0.924	0.158	-0.8217712355313995	0.1298240140163357	-0.728	0.385	-0.728	0.385	-0.7395083651163986	0.4131346787273083	1.082	1.113	0.7500825481473399	0.7149338170750574	0.5628712133624264	0.27878007842608343	0.2650692566313595	0.18784151304032842	0.6585360681849284	0.6284417343045474	0.042	0.018	0.028	0.042	0.034	0.043	0.025	0.034
"IL"	13	17	21	2005	-0.155	-0.137	-1.032	0.223	-1.032	0.223	-0.8878926724063231	0.1695889227123603	-0.728	0.37	-0.728	0.37	-0.7436006152403981	0.380744712516104	1.2550000000000001	1.0979999999999999	0.800605546593256	0.7179049737176798	0.5748684107511497	0.31316846434812995	0.2852906407551136	0.21627601092031	0.7034501833621044	0.626821473686998	0.047	0.019	0.026	0.047	0.034	0.04	0.025	0.034
"IL"	13	17	21	2006	-0.155	-0.137	-1.032	0.223	-1.032	0.223	-0.8878926724063231	0.1695889227123603	-0.728	0.37	-0.728	0.37	-0.7436006152403981	0.380744712516104	1.2550000000000001	1.0979999999999999	0.800605546593256	0.7179049737176798	0.5748684107511497	0.31316846434812995	0.2852906407551136	0.21627601092031	0.7034501833621044	0.626821473686998	0.05	0.019	0.027	0.05	0.035	0.042	0.025	0.035
"IL"	13	17	21	2007	-0.152	-0.41	-1.01	0.225	-1.01	0.225	-0.8653430058777352	0.18096542191521983	-0.709	0.399	-0.709	0.399	-0.7009994218692358	0.41486719199304906	1.235	1.108	0.8048857051230709	0.6992146526955048	0.5855974246692174	0.30894085507766345	0.2908841886839093	0.20408297013935248	0.7067817477521426	0.6108176290540448	0.047	0.02	0.026	0.047	0.032	0.032	0.031	0.032
"IL"	13	17	21	2008	-0.152	-0.41	-1.01	0.225	-1.01	0.225	-0.8653430058777352	0.18096542191521983	-0.709	0.399	-0.709	0.399	-0.7009994218692358	0.41486719199304906	1.235	1.108	0.8048857051230709	0.6992146526955048	0.5855974246692174	0.30894085507766345	0.2908841886839093	0.20408297013935248	0.7067817477521426	0.6108176290540448	0.051	0.02	0.025	0.051	0.033	0.032	0.03	0.033
"IL"	13	17	21	2009	-0.168	-0.41	-0.885	0.282	-0.885	0.282	-0.8159157230146484	0.24785751576434267	-0.709	0.458	-0.709	0.458	-0.687309146376646	0.4619274741767797	1.167	1.167	0.8062975297925309	0.7162201888021715	0.5602708356841888	0.2965816946726887	0.28935929784939246	0.24377220428940571	0.7030119159159318	0.6271606270311267	0.051	0.026	0.022	0.051	0.032	0.033	0.031	0.032
"IL"	13	17	21	2010	-0.367	-0.414	-0.924	0.282	-0.924	0.282	-0.8493604872547411	0.24785751576434267	-0.71	0.439	-0.71	0.439	-0.6927499314229913	0.45347529291661054	1.206	1.149	0.8180744149151292	0.7119334526765542	0.5516184272857524	0.29446267462624437	0.28935929784939246	0.2465285079736292	0.7110827276983603	0.6240953582430687	0.051	0.045	0.023	0.051	0.031	0.035	0.033	0.031
"IL"	13	17	21	2011	-0.135	-0.392	-1.102	0.355	-1.102	0.355	-0.9185851499085002	0.35173943412244735	-0.711	0.439	-0.711	0.439	-0.7056178909193833	0.47230217946425007	1.457	1.15	0.9098791183488596	0.7484234234512763	0.5765793908979705	0.314243456706052	0.3168269098952555	0.24966530092548087	0.793390057980698	0.6513029155990177	0.048	0.024	0.023	0.048	0.034	0.039	0.031	0.034
"IL"	13	17	21	2012	-0.119	-0.394	-1.065	0.368	-1.065	0.368	-0.9220506116227695	0.37684178014137915	-0.719	0.439	-0.719	0.439	-0.7028330371137737	0.46165715407068353	1.4329999999999998	1.158	0.9228120377995296	0.7379706999069839	0.5682460395828879	0.3158007602746633	0.33346332217281005	0.24206468319643373	0.8042639025765874	0.6426268257531688	0.047	0.023	0.024	0.047	0.03	0.034	0.032	0.03
"IL"	13	17	21	2013	-0.2	-0.447	-0.905	0.433	-0.905	0.433	-0.8514949109397592	0.4285718213059523	-0.71	0.473	-0.71	0.473	-0.668223781680961	0.5115847255297188	1.338	1.1829999999999998	0.9144020893448684	0.7019035493909966	0.572167974654885	0.3034642037955392	0.3233512538737768	0.181888300570412	0.7960226638183862	0.6175202056990359	0.051	0.028	0.025	0.051	0.033	0.031	0.034	0.033
"IL"	13	17	21	2014	-0.219	-0.441	-0.841	0.434	-0.841	0.434	-0.8367448538577194	0.4374501700235911	-0.71	0.465	-0.71	0.465	-0.668223781680961	0.5044327591835698	1.275	1.175	0.9125929950905718	0.7038091838748287	0.5702477426526559	0.3034642037955392	0.3295781665093171	0.17990313278237088	0.7933835150818671	0.6181087361698065	0.055	0.029	0.024	0.055	0.034	0.029	0.031	0.034
"IL"	13	17	21	2015	-0.228	-0.457	-0.959	0.487	-0.959	0.487	-0.8924454006488496	0.48950270478304664	-0.71	0.473	-0.71	0.473	-0.6802809978482737	0.5146114474896207	1.446	1.1829999999999998	0.9504576057935179	0.7100429821162334	0.56925732632767	0.2903390785980578	0.2635479129240343	0.16954765134923572	0.826767332171128	0.6261465416538357	0.049	0.031	0.025	0.049	0.033	0.031	0.032	0.033
"IL"	13	17	21	2016	-0.21	-0.452	-0.954	0.487	-0.954	0.487	-0.8771787368227718	0.4912326553173615	-0.719	0.49	-0.719	0.49	-0.6866742902554576	0.5097968540600454	1.4409999999999998	1.209	0.9456024316215927	0.7154736911055549	0.5738483779270968	0.29306663642907177	0.262510745045202	0.1623167394461815	0.823230191650917	0.6301391070712675	0.053	0.028	0.024	0.053	0.034	0.03	0.029	0.034
"IL"	13	17	21	2017	-0.219	-0.473	-0.977	0.541	-0.977	0.541	-0.9154902294386501	0.5347806791419942	-0.728	0.508	-0.728	0.508	-0.7121514667880394	0.4832572609194637	1.518	1.236	0.9869938619291455	0.6975923740915017	0.5804890887529124	0.2341014435569136	0.2715890703024253	0.1338748137975476	0.861173685452438	0.6193932489133736	0.054	0.029	0.023	0.054	0.034	0.029	0.028	0.034
"IL"	13	17	21	2018	-0.185	-0.452	-1.095	0.533	-1.095	0.533	-0.9593372228819502	0.5295821017827399	-0.728	0.508	-0.728	0.508	-0.720337941994607	0.48439322550924785	1.6280000000000001	1.236	0.9988769359352352	0.7170695116021802	0.5785987230896483	0.24663789179789009	0.2625996476545628	0.15779218853640956	0.8757263077618478	0.6329874681447516	0.053	0.028	0.023	0.053	0.034	0.03	0.027	0.034
"IL"	13	17	21	2019	-0.35	-0.555	-0.896	0.556	-0.896	0.556	-0.904777506308396	0.6022343074922119	-0.764	0.514	-0.764	0.514	-0.7773094021187575	0.5486113529973349	1.452	1.278	1.0132149618315096	0.7603443474778613	0.5735159483287793	0.3145977503483866	0.32596034183335443	0.18198078299080797	0.881554550559189	0.6788827514799517	0.052	0.025	0.022	0.052	0.035	0.034	0.03	0.035
"IL"	13	17	21	2020	-0.355	-0.532	-0.827	0.557	-0.827	0.557	-0.8892353472083058	0.6186284580720611	-0.764	0.514	-0.764	0.514	-0.8027372877733351	0.5486113529973349	1.384	1.278	1.0037399125445052	0.8004213701551137	0.5551422568133695	0.35486895844118344	0.3103952983308021	0.18198078299080797	0.8740201554856735	0.7074803897616454	0.054	0.025	0.022	0.054	0.039	0.034	0.03	0.039
"IN"	14	18	22	1993																																
"IN"	14	18	22	1994																																
"IN"	14	18	22	1995																																
"IN"	14	18	22	1996	0.467	0.731	-0.425	0.884	0.884	-0.425	-0.4916814805643307	0.8436994770513873	-0.341	0.779	0.779	-0.341	-0.3564164949522956	0.7990725056887616	1.309	1.12	0.7829165262751152	0.6352187348032424	0.220648327620897	0.19451633001690938	0.1960317589420488	0.11563947983359962	0.6988630985323321	0.585720512701413	0.025	0.03	0.019	0.019	0.041	0.02	0.019	0.019
"IN"	14	18	22	1997	0.051	0.731	-0.465	0.88	-0.465	0.88	-0.4890912712361887	0.8460920258300916	-0.384	0.779	0.779	-0.384	-0.3851134730034948	0.8016259281842267	1.345	1.163	0.7846149363480499	0.6490637304832348	0.20360345192394452	0.18357321970534615	0.19489485903471113	0.11595636285845952	0.699641619176311	0.5993249334191992	0.022	0.033	0.018	0.022	0.038	0.02	0.018	0.018
"IN"	14	18	22	1998	0.051	0.731	-0.465	0.867	-0.465	0.867	-0.4890912712361887	0.8409743852066798	-0.341	0.779	0.779	-0.341	-0.35211707760846317	0.8016259281842267	1.332	1.12	0.7808474136775234	0.6318454342269054	0.20360345192394452	0.17196025099779613	0.19128189761549858	0.11595636285845952	0.6966802929707402	0.5823294229192194	0.022	0.034	0.018	0.022	0.038	0.02	0.019	0.019
"IN"	14	18	22	1999	-0.235	0.727	-0.47	0.899	-0.47	0.899	-0.4994404307460293	0.8692690274248326	-0.306	0.779	0.779	-0.306	-0.3223014847010298	0.8000828320877038	1.369	1.085	0.7941608540914362	0.6154816074448111	0.20023931834414427	0.1610316193452661	0.1734953139163069	0.11688881380353405	0.711628848057594	0.5663428243576174	0.023	0.025	0.018	0.023	0.034	0.021	0.018	0.018
"IN"	14	18	22	2000	-0.23	0.727	-0.47	0.899	-0.47	0.899	-0.4920998022377584	0.8669959036551812	-0.306	0.779	0.779	-0.306	-0.3223014847010298	0.8000828320877038	1.369	1.085	0.7888429621816022	0.6154816074448111	0.19485913548809952	0.1610316193452661	0.17636107817979121	0.11688881380353405	0.7068711852348134	0.5663428243576174	0.022	0.028	0.018	0.022	0.034	0.02	0.018	0.018
"IN"	14	18	22	2001	-0.23	0.731	-0.477	0.872	-0.477	0.872	-0.49730618474418936	0.856590441823074	-0.309	0.78	0.78	-0.309	-0.32471053700858754	0.8043537613073158	1.349	1.089	0.7879394545559761	0.6077823973878533	0.20330274162599365	0.15533631703030265	0.1730503759194217	0.12079720611391259	0.7048728575515328	0.5633008971263781	0.023	0.025	0.018	0.023	0.031	0.02	0.018	0.018
